species_name,genome_file_name,cds_file_name,original_name
aspergillus_awamori,aspergillus_awamori_str._ifm_58123_genomic.fna,aspergillus_awamori_str._ifm_58123_cds.fna,aspergillus_awamori_str._ifm_58123
aspergillus_bertholletiae,aspergillus_bertholletiae_str._ibt_29228_genomic.fna,aspergillus_bertholletiae_str._ibt_29228_cds.fna,aspergillus_bertholletiae_str._ibt_29228
aspergillus_bombycis,aspergillus_bombycis_str._nrrl26010_genomic.fna,aspergillus_bombycis_str._nrrl26010_cds.fna,aspergillus_bombycis_str._nrrl26010
aspergillus_brasiliensis,aspergillus_brasiliensis_cbs_101740_genomic.fna,aspergillus_brasiliensis_cbs_101740_cds.fna,aspergillus_brasiliensis_cbs_101740
aspergillus_brunneoviolaceus,aspergillus_brunneoviolaceus_cbs_621.78_genomic.fna,aspergillus_brunneoviolaceus_cbs_621.78_cds.fna,aspergillus_brunneoviolaceus_cbs_621.78
aspergillus_caelatus,aspergillus_caelatus_str._cbs_763.97_genomic.fna,aspergillus_caelatus_str._cbs_763.97_cds.fna,aspergillus_caelatus_str._cbs_763.97
aspergillus_calidoustus,aspergillus_calidoustus_str._sf006504_genomic.fna,aspergillus_calidoustus_str._sf006504_cds.fna,aspergillus_calidoustus_str._sf006504
aspergillus_campestris,aspergillus_campestris_ibt_28561_genomic.fna,aspergillus_campestris_ibt_28561_cds.fna,aspergillus_campestris_ibt_28561
aspergillus_candidus,aspergillus_candidus_str._cbs_102.13_genomic.fna,aspergillus_candidus_str._cbs_102.13_cds.fna,aspergillus_candidus_str._cbs_102.13
aspergillus_carbonarius,aspergillus_carbonarius_item_5010_genomic.fna,aspergillus_carbonarius_item_5010_cds.fna,aspergillus_carbonarius_item_5010
aspergillus_clavatus,aspergillus_clavatus_nrrl_1_genomic.fna,aspergillus_clavatus_nrrl_1_cds.fna,aspergillus_clavatus_nrrl_1
aspergillus_coremiiformis,aspergillus_coremiiformis_str._cbs_553.77_genomic.fna,aspergillus_coremiiformis_str._cbs_553.77_cds.fna,aspergillus_coremiiformis_str._cbs_553.77
aspergillus_costaricaensis,aspergillus_costaricaensis_cbs_115574_genomic.fna,aspergillus_costaricaensis_cbs_115574_cds.fna,aspergillus_costaricaensis_cbs_115574
aspergillus_cristatus,aspergillus_cristatus_str._gzaas20.1005_genomic.fna,aspergillus_cristatus_str._gzaas20.1005_cds.fna,aspergillus_cristatus_str._gzaas20.1005
aspergillus_ellipticus,aspergillus_ellipticus_cbs_707.79_genomic.fna,aspergillus_ellipticus_cbs_707.79_cds.fna,aspergillus_ellipticus_cbs_707.79
aspergillus_eucalypticola,aspergillus_eucalypticola_cbs_122712_genomic.fna,aspergillus_eucalypticola_cbs_122712_cds.fna,aspergillus_eucalypticola_cbs_122712
aspergillus_fijiensis,aspergillus_fijiensis_cbs_313.89_genomic.fna,aspergillus_fijiensis_cbs_313.89_cds.fna,aspergillus_fijiensis_cbs_313.89
aspergillus_fischeri,aspergillus_fischeri_nrrl_181_genomic.fna,aspergillus_fischeri_nrrl_181_cds.fna,aspergillus_fischeri_nrrl_181
aspergillus_flavus,aspergillus_flavus_genomic.fna,aspergillus_flavus_cds.fna,aspergillus_flavus
aspergillus_flavus,aspergillus_flavus_genomic.fna,aspergillus_flavus_cds.fna,aspergillus_flavus
aspergillus_flavus,aspergillus_flavus_genomic.fna,aspergillus_flavus_cds.fna,aspergillus_flavus
aspergillus_flavus,aspergillus_flavus_af70_genomic.fna,aspergillus_flavus_af70_cds.fna,aspergillus_flavus_af70
aspergillus_flavus,aspergillus_flavus_nrrl3357_genomic.fna,aspergillus_flavus_nrrl3357_cds.fna,aspergillus_flavus_nrrl3357
aspergillus_flavus,aspergillus_flavus_nrrl3357_genomic.fna,aspergillus_flavus_nrrl3357_cds.fna,aspergillus_flavus_nrrl3357
aspergillus_flavus,aspergillus_flavus_str._af13_genomic.fna,aspergillus_flavus_str._af13_cds.fna,aspergillus_flavus_str._af13
aspergillus_flavus,aspergillus_flavus_str._ca14_genomic.fna,aspergillus_flavus_str._ca14_cds.fna,aspergillus_flavus_str._ca14
aspergillus_flavus,aspergillus_flavus_str._cbs_121.62_genomic.fna,aspergillus_flavus_str._cbs_121.62_cds.fna,aspergillus_flavus_str._cbs_121.62
aspergillus_fumigatus,aspergillus_fumigatus_genomic.fna,aspergillus_fumigatus_cds.fna,aspergillus_fumigatus
aspergillus_fumigatus,aspergillus_fumigatus_genomic.fna,aspergillus_fumigatus_cds.fna,aspergillus_fumigatus
aspergillus_fumigatus,aspergillus_fumigatus_a1163_genomic.fna,aspergillus_fumigatus_a1163_cds.fna,aspergillus_fumigatus_a1163
aspergillus_fumigatus,aspergillus_fumigatus_af293_genomic.fna,aspergillus_fumigatus_af293_cds.fna,aspergillus_fumigatus_af293
aspergillus_fumigatus,aspergillus_fumigatus_z5_genomic.fna,aspergillus_fumigatus_z5_cds.fna,aspergillus_fumigatus_z5
aspergillus_fumigatus,aspergillus_fumigatus_var._rp-2014_genomic.fna,aspergillus_fumigatus_var._rp-2014_cds.fna,aspergillus_fumigatus_var._rp-2014
aspergillus_glaucus,aspergillus_glaucus_cbs_516.65_genomic.fna,aspergillus_glaucus_cbs_516.65_cds.fna,aspergillus_glaucus_cbs_516.65
aspergillus_heteromorphus,aspergillus_heteromorphus_cbs_117.55_genomic.fna,aspergillus_heteromorphus_cbs_117.55_cds.fna,aspergillus_heteromorphus_cbs_117.55
aspergillus_homomorphus,aspergillus_homomorphus_cbs_101889_genomic.fna,aspergillus_homomorphus_cbs_101889_cds.fna,aspergillus_homomorphus_cbs_101889
aspergillus_ibericus,aspergillus_ibericus_cbs_121593_genomic.fna,aspergillus_ibericus_cbs_121593_cds.fna,aspergillus_ibericus_cbs_121593
aspergillus_indologenus,aspergillus_indologenus_cbs_114.80_genomic.fna,aspergillus_indologenus_cbs_114.80_cds.fna,aspergillus_indologenus_cbs_114.80
aspergillus_japonicus,aspergillus_japonicus_cbs_114.51_genomic.fna,aspergillus_japonicus_cbs_114.51_cds.fna,aspergillus_japonicus_cbs_114.51
aspergillus_lentulus,aspergillus_lentulus_genomic.fna,aspergillus_lentulus_cds.fna,aspergillus_lentulus
aspergillus_lentulus,aspergillus_lentulus_genomic.fna,aspergillus_lentulus_cds.fna,aspergillus_lentulus
aspergillus_lentulus,aspergillus_lentulus_genomic.fna,aspergillus_lentulus_cds.fna,aspergillus_lentulus
aspergillus_lentulus,aspergillus_lentulus_genomic.fna,aspergillus_lentulus_cds.fna,aspergillus_lentulus
aspergillus_lentulus,aspergillus_lentulus_genomic.fna,aspergillus_lentulus_cds.fna,aspergillus_lentulus
aspergillus_lentulus,aspergillus_lentulus_str._ifm_54703_genomic.fna,aspergillus_lentulus_str._ifm_54703_cds.fna,aspergillus_lentulus_str._ifm_54703
aspergillus_leporis,aspergillus_leporis_str._cbs_151.66_genomic.fna,aspergillus_leporis_str._cbs_151.66_cds.fna,aspergillus_leporis_str._cbs_151.66
aspergillus_luchuensis,aspergillus_luchuensis_cbs_106.47_genomic.fna,aspergillus_luchuensis_cbs_106.47_cds.fna,aspergillus_luchuensis_cbs_106.47
aspergillus_minisclerotigenes,aspergillus_minisclerotigenes_str._cbs_117635_genomic.fna,aspergillus_minisclerotigenes_str._cbs_117635_cds.fna,aspergillus_minisclerotigenes_str._cbs_117635
aspergillus_mulundensis,aspergillus_mulundensis_str._dsm_5745_genomic.fna,aspergillus_mulundensis_str._dsm_5745_cds.fna,aspergillus_mulundensis_str._dsm_5745
aspergillus_neoniger,aspergillus_neoniger_cbs_115656_genomic.fna,aspergillus_neoniger_cbs_115656_cds.fna,aspergillus_neoniger_cbs_115656
aspergillus_nidulans,aspergillus_nidulans_fgsc_a4_genomic.fna,aspergillus_nidulans_fgsc_a4_cds.fna,aspergillus_nidulans_fgsc_a4
aspergillus_niger,aspergillus_niger_genomic.fna,aspergillus_niger_cds.fna,aspergillus_niger
aspergillus_niger,aspergillus_niger_genomic.fna,aspergillus_niger_cds.fna,aspergillus_niger
aspergillus_niger,aspergillus_niger_genomic.fna,aspergillus_niger_cds.fna,aspergillus_niger
aspergillus_niger,aspergillus_niger_genomic.fna,aspergillus_niger_cds.fna,aspergillus_niger
aspergillus_niger,aspergillus_niger_atcc_1015_genomic.fna,aspergillus_niger_atcc_1015_cds.fna,aspergillus_niger_atcc_1015
aspergillus_niger,aspergillus_niger_atcc_13496_genomic.fna,aspergillus_niger_atcc_13496_cds.fna,aspergillus_niger_atcc_13496
aspergillus_niger,aspergillus_niger_cbs_101883_genomic.fna,aspergillus_niger_cbs_101883_cds.fna,aspergillus_niger_cbs_101883
aspergillus_novofumigatus,aspergillus_novofumigatus_ibt_16806_genomic.fna,aspergillus_novofumigatus_ibt_16806_cds.fna,aspergillus_novofumigatus_ibt_16806
aspergillus_novoparasiticus,aspergillus_novoparasiticus_str._cbs_126849_genomic.fna,aspergillus_novoparasiticus_str._cbs_126849_cds.fna,aspergillus_novoparasiticus_str._cbs_126849
aspergillus_ochraceoroseus,aspergillus_ochraceoroseus_ibt_24754_genomic.fna,aspergillus_ochraceoroseus_ibt_24754_cds.fna,aspergillus_ochraceoroseus_ibt_24754
aspergillus_ochraceoroseus,aspergillus_ochraceoroseus_str._srrc1432_genomic.fna,aspergillus_ochraceoroseus_str._srrc1432_cds.fna,aspergillus_ochraceoroseus_str._srrc1432
aspergillus_oryzae,aspergillus_oryzae_100-8_genomic.fna,aspergillus_oryzae_100-8_cds.fna,aspergillus_oryzae_100-8
aspergillus_oryzae,aspergillus_oryzae_3.042_genomic.fna,aspergillus_oryzae_3.042_cds.fna,aspergillus_oryzae_3.042
aspergillus_oryzae,aspergillus_oryzae_rib40_genomic.fna,aspergillus_oryzae_rib40_cds.fna,aspergillus_oryzae_rib40
aspergillus_oryzae,aspergillus_oryzae_str._bcc7051_genomic.fna,aspergillus_oryzae_str._bcc7051_cds.fna,aspergillus_oryzae_str._bcc7051
aspergillus_parasiticus,aspergillus_parasiticus_su-1_genomic.fna,aspergillus_parasiticus_su-1_cds.fna,aspergillus_parasiticus_su-1
aspergillus_parasiticus,aspergillus_parasiticus_str._cbs_117618_genomic.fna,aspergillus_parasiticus_str._cbs_117618_cds.fna,aspergillus_parasiticus_str._cbs_117618
aspergillus_phoenicis,aspergillus_phoenicis_atcc_13157_genomic.fna,aspergillus_phoenicis_atcc_13157_cds.fna,aspergillus_phoenicis_atcc_13157
aspergillus_piperis,aspergillus_piperis_cbs_112811_genomic.fna,aspergillus_piperis_cbs_112811_cds.fna,aspergillus_piperis_cbs_112811
aspergillus_pseudocaelatus,aspergillus_pseudocaelatus_str._cbs_117616_genomic.fna,aspergillus_pseudocaelatus_str._cbs_117616_cds.fna,aspergillus_pseudocaelatus_str._cbs_117616
aspergillus_pseudonomius,aspergillus_pseudonomius_str._cbs_119388_genomic.fna,aspergillus_pseudonomius_str._cbs_119388_cds.fna,aspergillus_pseudonomius_str._cbs_119388
aspergillus_pseudonomius,aspergillus_pseudonomius_str._ibt_12657_genomic.fna,aspergillus_pseudonomius_str._ibt_12657_cds.fna,aspergillus_pseudonomius_str._ibt_12657
aspergillus_pseudotamarii,aspergillus_pseudotamarii_str._cbs_117625_genomic.fna,aspergillus_pseudotamarii_str._cbs_117625_cds.fna,aspergillus_pseudotamarii_str._cbs_117625
aspergillus_rambellii,aspergillus_rambellii_str._srrc1468_genomic.fna,aspergillus_rambellii_str._srrc1468_cds.fna,aspergillus_rambellii_str._srrc1468
aspergillus_ruber,aspergillus_ruber_cbs_135680_genomic.fna,aspergillus_ruber_cbs_135680_cds.fna,aspergillus_ruber_cbs_135680
aspergillus_saccharolyticus,aspergillus_saccharolyticus_jop_1030-1_genomic.fna,aspergillus_saccharolyticus_jop_1030-1_cds.fna,aspergillus_saccharolyticus_jop_1030-1
aspergillus_sclerotialis,aspergillus_sclerotialis_str._cbs_366.77_genomic.fna,aspergillus_sclerotialis_str._cbs_366.77_cds.fna,aspergillus_sclerotialis_str._cbs_366.77
aspergillus_sclerotiicarbonarius,aspergillus_sclerotiicarbonarius_cbs_121057_genomic.fna,aspergillus_sclerotiicarbonarius_cbs_121057_cds.fna,aspergillus_sclerotiicarbonarius_cbs_121057
aspergillus_sclerotioniger,aspergillus_sclerotioniger_cbs_115572_genomic.fna,aspergillus_sclerotioniger_cbs_115572_cds.fna,aspergillus_sclerotioniger_cbs_115572
aspergillus_sergii,aspergillus_sergii_str._cbs_130017_genomic.fna,aspergillus_sergii_str._cbs_130017_cds.fna,aspergillus_sergii_str._cbs_130017
aspergillus_sp.,aspergillus_sp._hf37_genomic.fna,aspergillus_sp._hf37_cds.fna,aspergillus_sp._hf37
aspergillus_steynii,aspergillus_steynii_ibt_23096_genomic.fna,aspergillus_steynii_ibt_23096_cds.fna,aspergillus_steynii_ibt_23096
aspergillus_sydowii,aspergillus_sydowii_cbs_593.65_genomic.fna,aspergillus_sydowii_cbs_593.65_cds.fna,aspergillus_sydowii_cbs_593.65
aspergillus_taichungensis,aspergillus_taichungensis_str._ibt_19404_genomic.fna,aspergillus_taichungensis_str._ibt_19404_cds.fna,aspergillus_taichungensis_str._ibt_19404
aspergillus_tamarii,aspergillus_tamarii_str._cbs_117626_genomic.fna,aspergillus_tamarii_str._cbs_117626_cds.fna,aspergillus_tamarii_str._cbs_117626
aspergillus_tanneri,aspergillus_tanneri_str._nih1004_genomic.fna,aspergillus_tanneri_str._nih1004_cds.fna,aspergillus_tanneri_str._nih1004
aspergillus_tanneri,aspergillus_tanneri_str._nih1004_genomic.fna,aspergillus_tanneri_str._nih1004_cds.fna,aspergillus_tanneri_str._nih1004
aspergillus_terreus,aspergillus_terreus_nih2624_genomic.fna,aspergillus_terreus_nih2624_cds.fna,aspergillus_terreus_nih2624
aspergillus_terreus,aspergillus_terreus_str._ifo6365_genomic.fna,aspergillus_terreus_str._ifo6365_cds.fna,aspergillus_terreus_str._ifo6365
aspergillus_thermomutatus,aspergillus_thermomutatus_genomic.fna,aspergillus_thermomutatus_cds.fna,aspergillus_thermomutatus
aspergillus_transmontanensis,aspergillus_transmontanensis_str._cbs_130015_genomic.fna,aspergillus_transmontanensis_str._cbs_130015_cds.fna,aspergillus_transmontanensis_str._cbs_130015
aspergillus_tubingensis,aspergillus_tubingensis_cbs_134.48_genomic.fna,aspergillus_tubingensis_cbs_134.48_cds.fna,aspergillus_tubingensis_cbs_134.48
aspergillus_tubingensis,aspergillus_tubingensis_str._wu-2223l_genomic.fna,aspergillus_tubingensis_str._wu-2223l_cds.fna,aspergillus_tubingensis_str._wu-2223l
aspergillus_turcosus,aspergillus_turcosus_genomic.fna,aspergillus_turcosus_cds.fna,aspergillus_turcosus
aspergillus_turcosus,aspergillus_turcosus_genomic.fna,aspergillus_turcosus_cds.fna,aspergillus_turcosus
aspergillus_udagawae,aspergillus_udagawae_genomic.fna,aspergillus_udagawae_cds.fna,aspergillus_udagawae
aspergillus_udagawae,aspergillus_udagawae_genomic.fna,aspergillus_udagawae_cds.fna,aspergillus_udagawae
aspergillus_udagawae,aspergillus_udagawae_genomic.fna,aspergillus_udagawae_cds.fna,aspergillus_udagawae
aspergillus_udagawae,aspergillus_udagawae_genomic.fna,aspergillus_udagawae_cds.fna,aspergillus_udagawae
aspergillus_udagawae,aspergillus_udagawae_str._ifm_46973_genomic.fna,aspergillus_udagawae_str._ifm_46973_cds.fna,aspergillus_udagawae_str._ifm_46973
aspergillus_ustus,aspergillus_ustus_str._3.3904_genomic.fna,aspergillus_ustus_str._3.3904_cds.fna,aspergillus_ustus_str._3.3904
aspergillus_uvarum,aspergillus_uvarum_cbs_121591_genomic.fna,aspergillus_uvarum_cbs_121591_cds.fna,aspergillus_uvarum_cbs_121591
aspergillus_vadensis,aspergillus_vadensis_cbs_113365_genomic.fna,aspergillus_vadensis_cbs_113365_cds.fna,aspergillus_vadensis_cbs_113365
aspergillus_versicolor,aspergillus_versicolor_cbs_583.65_genomic.fna,aspergillus_versicolor_cbs_583.65_cds.fna,aspergillus_versicolor_cbs_583.65
aspergillus_violaceofuscus,aspergillus_violaceofuscus_cbs_115571_genomic.fna,aspergillus_violaceofuscus_cbs_115571_cds.fna,aspergillus_violaceofuscus_cbs_115571
aspergillus_welwitschiae,aspergillus_welwitschiae_str._cbs_139.54b_genomic.fna,aspergillus_welwitschiae_str._cbs_139.54b_cds.fna,aspergillus_welwitschiae_str._cbs_139.54b
aspergillus_wentii,aspergillus_wentii_dto_134e9_genomic.fna,aspergillus_wentii_dto_134e9_cds.fna,aspergillus_wentii_dto_134e9
aulographum_hederae,aulographum_hederae_cbs_113979_genomic.fna,aulographum_hederae_cbs_113979_cds.fna,aulographum_hederae_cbs_113979
