species_name,genome_file_name,cds_file_name,original_name
ascobolus_immersus,ascobolus_immersus_genomic.fna,ascobolus_immersus_cds.fna,ascobolus_immersus
sodiomyces_alkalinus,sodiomyces_alkalinus_genomic.fna,sodiomyces_alkalinus_cds.fna,sodiomyces_alkalinus
hyaloscypha_bicolor,hyaloscypha_bicolor_genomic.fna,hyaloscypha_bicolor_cds.fna,hyaloscypha_bicolor
hyaloscypha_variabilis,hyaloscypha_variabilis_genomic.fna,hyaloscypha_variabilis_cds.fna,hyaloscypha_variabilis
yamadazyma_tenuis,yamadazyma_tenuis_genomic.fna,yamadazyma_tenuis_cds.fna,yamadazyma_tenuis
aspergillus_phoenicis,aspergillus_phoenicis_genomic.fna,aspergillus_phoenicis_cds.fna,aspergillus_phoenicis
pyrrhoderma_noxium,pyrrhoderma_noxium_genomic.fna,pyrrhoderma_noxium_cds.fna,pyrrhoderma_noxium
aspergillus_homomorphus,aspergillus_homomorphus_genomic.fna,aspergillus_homomorphus_cds.fna,aspergillus_homomorphus
aspergillus_ibericus,aspergillus_ibericus_genomic.fna,aspergillus_ibericus_cds.fna,aspergillus_ibericus
aspergillus_costaricensis,aspergillus_costaricensis_genomic.fna,aspergillus_costaricensis_cds.fna,aspergillus_costaricensis
aspergillus_fijiensis,aspergillus_fijiensis_genomic.fna,aspergillus_fijiensis_cds.fna,aspergillus_fijiensis
aspergillus_japonicus,aspergillus_japonicus_genomic.fna,aspergillus_japonicus_cds.fna,aspergillus_japonicus
aspergillus_aculeatinus,aspergillus_aculeatinus_genomic.fna,aspergillus_aculeatinus_cds.fna,aspergillus_aculeatinus
aspergillus_piperis,aspergillus_piperis_genomic.fna,aspergillus_piperis_cds.fna,aspergillus_piperis
aspergillus_brunneoviolaceus,aspergillus_brunneoviolaceus_genomic.fna,aspergillus_brunneoviolaceus_cds.fna,aspergillus_brunneoviolaceus
aspergillus_violaceofuscus,aspergillus_violaceofuscus_genomic.fna,aspergillus_violaceofuscus_cds.fna,aspergillus_violaceofuscus
aspergillus_indologenus,aspergillus_indologenus_genomic.fna,aspergillus_indologenus_cds.fna,aspergillus_indologenus
aspergillus_sclerotiicarbonarius,aspergillus_sclerotiicarbonarius_genomic.fna,aspergillus_sclerotiicarbonarius_cds.fna,aspergillus_sclerotiicarbonarius
aspergillus_ellipticus,aspergillus_ellipticus_genomic.fna,aspergillus_ellipticus_cds.fna,aspergillus_ellipticus
aspergillus_uvarum,aspergillus_uvarum_genomic.fna,aspergillus_uvarum_cds.fna,aspergillus_uvarum
aspergillus_neoniger,aspergillus_neoniger_genomic.fna,aspergillus_neoniger_cds.fna,aspergillus_neoniger
aspergillus_saccharolyticus,aspergillus_saccharolyticus_genomic.fna,aspergillus_saccharolyticus_cds.fna,aspergillus_saccharolyticus
aspergillus_vadensis,aspergillus_vadensis_genomic.fna,aspergillus_vadensis_cds.fna,aspergillus_vadensis
polytolypa_hystricis,polytolypa_hystricis_genomic.fna,polytolypa_hystricis_cds.fna,polytolypa_hystricis
helicocarpus_griseus,helicocarpus_griseus_genomic.fna,helicocarpus_griseus_cds.fna,helicocarpus_griseus
trametes_coccinea,trametes_coccinea_genomic.fna,trametes_coccinea_cds.fna,trametes_coccinea
emergomyces_pasteurianus,emergomyces_pasteurianus_genomic.fna,emergomyces_pasteurianus_cds.fna,emergomyces_pasteurianus
gaeumannomyces_tritici,gaeumannomyces_tritici_genomic.fna,gaeumannomyces_tritici_cds.fna,gaeumannomyces_tritici
coniochaeta_ligniaria,coniochaeta_ligniaria_genomic.fna,coniochaeta_ligniaria_cds.fna,coniochaeta_ligniaria
amanita_brunnescens,amanita_brunnescens_genomic.fna,amanita_brunnescens_cds.fna,amanita_brunnescens
amanita_polypyramis,amanita_polypyramis_genomic.fna,amanita_polypyramis_cds.fna,amanita_polypyramis
amanita_inopinata,amanita_inopinata_genomic.fna,amanita_inopinata_cds.fna,amanita_inopinata
pseudocercospora_fijiensis,pseudocercospora_fijiensis_genomic.fna,pseudocercospora_fijiensis_cds.fna,pseudocercospora_fijiensis
cryptococcus_gattii,cryptococcus_gattii_vgiv_genomic.fna,cryptococcus_gattii_vgiv_cds.fna,cryptococcus_gattii_vgiv
metarhizium_rileyi,metarhizium_rileyi_genomic.fna,metarhizium_rileyi_cds.fna,metarhizium_rileyi
calocera_cornea,calocera_cornea_genomic.fna,calocera_cornea_cds.fna,calocera_cornea
ophiocordyceps_polyrhachis-furcata,ophiocordyceps_polyrhachis-furcata_genomic.fna,ophiocordyceps_polyrhachis-furcata_cds.fna,ophiocordyceps_polyrhachis-furcata
blastomyces_gilchristii,blastomyces_gilchristii_genomic.fna,blastomyces_gilchristii_cds.fna,blastomyces_gilchristii
baudoinia_panamericana,baudoinia_panamericana_genomic.fna,baudoinia_panamericana_cds.fna,baudoinia_panamericana
wallemia_mellicola,wallemia_mellicola_genomic.fna,wallemia_mellicola_cds.fna,wallemia_mellicola
amorphotheca_resinae,amorphotheca_resinae_genomic.fna,amorphotheca_resinae_cds.fna,amorphotheca_resinae
fonsecaea_multimorphosa,fonsecaea_multimorphosa_genomic.fna,fonsecaea_multimorphosa_cds.fna,fonsecaea_multimorphosa
rhinocladiella_mackenziei,rhinocladiella_mackenziei_genomic.fna,rhinocladiella_mackenziei_cds.fna,rhinocladiella_mackenziei
cladophialophora_bantiana,cladophialophora_bantiana_genomic.fna,cladophialophora_bantiana_cds.fna,cladophialophora_bantiana
fonsecaea_pedrosoi,fonsecaea_pedrosoi_genomic.fna,fonsecaea_pedrosoi_cds.fna,fonsecaea_pedrosoi
tulasnella_calospora,tulasnella_calospora_genomic.fna,tulasnella_calospora_cds.fna,tulasnella_calospora
paxillus_rubicundulus,paxillus_rubicundulus_genomic.fna,paxillus_rubicundulus_cds.fna,paxillus_rubicundulus
aureobasidium_subglaciale,aureobasidium_subglaciale_genomic.fna,aureobasidium_subglaciale_cds.fna,aureobasidium_subglaciale
aureobasidium_namibiae,aureobasidium_namibiae_genomic.fna,aureobasidium_namibiae_cds.fna,aureobasidium_namibiae
aureobasidium_melanogenum,aureobasidium_melanogenum_genomic.fna,aureobasidium_melanogenum_cds.fna,aureobasidium_melanogenum
aspergillus_ruber,aspergillus_ruber_genomic.fna,aspergillus_ruber_cds.fna,aspergillus_ruber
kalmanozyma_brasiliensis,kalmanozyma_brasiliensis_genomic.fna,kalmanozyma_brasiliensis_cds.fna,kalmanozyma_brasiliensis
phaeomoniella_chlamydospora,phaeomoniella_chlamydospora_genomic.fna,phaeomoniella_chlamydospora_cds.fna,phaeomoniella_chlamydospora
kuraishia_capsulata,kuraishia_capsulata_genomic.fna,kuraishia_capsulata_cds.fna,kuraishia_capsulata
pseudozyma_flocculosa,pseudozyma_flocculosa_genomic.fna,pseudozyma_flocculosa_cds.fna,pseudozyma_flocculosa
penicillium_roqueforti,penicillium_roqueforti_genomic.fna,penicillium_roqueforti_cds.fna,penicillium_roqueforti
endocarpon_pusillum,endocarpon_pusillum_genomic.fna,endocarpon_pusillum_cds.fna,endocarpon_pusillum
sclerotinia_borealis,sclerotinia_borealis_genomic.fna,sclerotinia_borealis_cds.fna,sclerotinia_borealis
hapsidospora_chrysogena,hapsidospora_chrysogena_genomic.fna,hapsidospora_chrysogena_cds.fna,hapsidospora_chrysogena
verticillium_alfalfae,verticillium_alfalfae_genomic.fna,verticillium_alfalfae_cds.fna,verticillium_alfalfae
metschnikowia_bicuspidata,metschnikowia_bicuspidata_genomic.fna,metschnikowia_bicuspidata_cds.fna,metschnikowia_bicuspidata
patellaria_atrata,patellaria_atrata_genomic.fna,patellaria_atrata_cds.fna,patellaria_atrata
ascoidea_rubescens,ascoidea_rubescens_genomic.fna,ascoidea_rubescens_cds.fna,ascoidea_rubescens
gonapodya_prolifera,gonapodya_prolifera_genomic.fna,gonapodya_prolifera_cds.fna,gonapodya_prolifera
candida_arabinofermentans,candida_arabinofermentans_genomic.fna,candida_arabinofermentans_cds.fna,candida_arabinofermentans
suhomyces_tanzawaensis,suhomyces_tanzawaensis_genomic.fna,suhomyces_tanzawaensis_cds.fna,suhomyces_tanzawaensis
trichoderma_asperellum,trichoderma_asperellum_genomic.fna,trichoderma_asperellum_cds.fna,trichoderma_asperellum
suillus_luteus,suillus_luteus_genomic.fna,suillus_luteus_cds.fna,suillus_luteus
hydnomerulius_pinastri,hydnomerulius_pinastri_genomic.fna,hydnomerulius_pinastri_cds.fna,hydnomerulius_pinastri
phlebiopsis_gigantea,phlebiopsis_gigantea_genomic.fna,phlebiopsis_gigantea_cds.fna,phlebiopsis_gigantea
sphaerobolus_stellatus,sphaerobolus_stellatus_genomic.fna,sphaerobolus_stellatus_cds.fna,sphaerobolus_stellatus
babjeviella_inositovora,babjeviella_inositovora_genomic.fna,babjeviella_inositovora_cds.fna,babjeviella_inositovora
hyphopichia_burtonii,hyphopichia_burtonii_genomic.fna,hyphopichia_burtonii_cds.fna,hyphopichia_burtonii
hebeloma_cylindrosporum,hebeloma_cylindrosporum_genomic.fna,hebeloma_cylindrosporum_cds.fna,hebeloma_cylindrosporum
plicaturopsis_crispa,plicaturopsis_crispa_genomic.fna,plicaturopsis_crispa_cds.fna,plicaturopsis_crispa
zasmidium_cellare,zasmidium_cellare_genomic.fna,zasmidium_cellare_cds.fna,zasmidium_cellare
rhizopogon_salebrosus,rhizopogon_salebrosus_genomic.fna,rhizopogon_salebrosus_cds.fna,rhizopogon_salebrosus
aspergillus_brasiliensis,aspergillus_brasiliensis_genomic.fna,aspergillus_brasiliensis_cds.fna,aspergillus_brasiliensis
aspergillus_sydowii,aspergillus_sydowii_genomic.fna,aspergillus_sydowii_cds.fna,aspergillus_sydowii
penicilliopsis_zonata,penicilliopsis_zonata_genomic.fna,penicilliopsis_zonata_cds.fna,penicilliopsis_zonata
aspergillus_versicolor,aspergillus_versicolor_genomic.fna,aspergillus_versicolor_cds.fna,aspergillus_versicolor
jaapia_argillacea,jaapia_argillacea_genomic.fna,jaapia_argillacea_cds.fna,jaapia_argillacea
aspergillus_tubingensis,aspergillus_tubingensis_genomic.fna,aspergillus_tubingensis_cds.fna,aspergillus_tubingensis
ophiostoma_piceae,ophiostoma_piceae_genomic.fna,ophiostoma_piceae_cds.fna,ophiostoma_piceae
sporormia_fimetaria,sporormia_fimetaria_genomic.fna,sporormia_fimetaria_cds.fna,sporormia_fimetaria
choiromyces_venosus,choiromyces_venosus_genomic.fna,choiromyces_venosus_cds.fna,choiromyces_venosus
pseudozyma_hubeiensis,pseudozyma_hubeiensis_genomic.fna,pseudozyma_hubeiensis_cds.fna,pseudozyma_hubeiensis
sistotremastrum_niveocremeum,sistotremastrum_niveocremeum_genomic.fna,sistotremastrum_niveocremeum_cds.fna,sistotremastrum_niveocremeum
aplosporella_prunicola,aplosporella_prunicola_genomic.fna,aplosporella_prunicola_cds.fna,aplosporella_prunicola
calocera_viscosa,calocera_viscosa_genomic.fna,calocera_viscosa_cds.fna,calocera_viscosa
xylona_heveae,xylona_heveae_genomic.fna,xylona_heveae_cds.fna,xylona_heveae
marasmius_fiardii,marasmius_fiardii_genomic.fna,marasmius_fiardii_cds.fna,marasmius_fiardii
terfezia_boudieri,terfezia_boudieri_genomic.fna,terfezia_boudieri_cds.fna,terfezia_boudieri
cryptococcus_wingfieldii,cryptococcus_wingfieldii_genomic.fna,cryptococcus_wingfieldii_cds.fna,cryptococcus_wingfieldii
melanomma_pulvis-pyrius,melanomma_pulvis-pyrius_genomic.fna,melanomma_pulvis-pyrius_cds.fna,melanomma_pulvis-pyrius
pleomassaria_siparia,pleomassaria_siparia_genomic.fna,pleomassaria_siparia_cds.fna,pleomassaria_siparia
rhizopogon_vinicolor,rhizopogon_vinicolor_genomic.fna,rhizopogon_vinicolor_cds.fna,rhizopogon_vinicolor
neoconidiobolus_thromboides,neoconidiobolus_thromboides_genomic.fna,neoconidiobolus_thromboides_cds.fna,neoconidiobolus_thromboides
backusella_circina,backusella_circina_genomic.fna,backusella_circina_cds.fna,backusella_circina
lichtheimia_hyalospora,lichtheimia_hyalospora_genomic.fna,lichtheimia_hyalospora_cds.fna,lichtheimia_hyalospora
lophiostoma_macrostomum,lophiostoma_macrostomum_genomic.fna,lophiostoma_macrostomum_cds.fna,lophiostoma_macrostomum
saccharata_proteae,saccharata_proteae_genomic.fna,saccharata_proteae_cds.fna,saccharata_proteae
dissoconium_aciculare,dissoconium_aciculare_genomic.fna,dissoconium_aciculare_cds.fna,dissoconium_aciculare
vararia_minispora,vararia_minispora_genomic.fna,vararia_minispora_cds.fna,vararia_minispora
laetiporus_sulphureus,laetiporus_sulphureus_genomic.fna,laetiporus_sulphureus_cds.fna,laetiporus_sulphureus
panus_rudis,panus_rudis_genomic.fna,panus_rudis_cds.fna,panus_rudis
daedalea_quercina,daedalea_quercina_genomic.fna,daedalea_quercina_cds.fna,daedalea_quercina
neolentinus_lepideus,neolentinus_lepideus_genomic.fna,neolentinus_lepideus_cds.fna,neolentinus_lepideus
exidia_glandulosa,exidia_glandulosa_genomic.fna,exidia_glandulosa_cds.fna,exidia_glandulosa
piedraia_hortae,piedraia_hortae_genomic.fna,piedraia_hortae_cds.fna,piedraia_hortae
zopfia_rhizophila,zopfia_rhizophila_genomic.fna,zopfia_rhizophila_cds.fna,zopfia_rhizophila
polyporus_arcularius,polyporus_arcularius_genomic.fna,polyporus_arcularius_cds.fna,polyporus_arcularius
sistotremastrum_suecicum,sistotremastrum_suecicum_genomic.fna,sistotremastrum_suecicum_cds.fna,sistotremastrum_suecicum
umbelopsis_ramanniana,umbelopsis_ramanniana_genomic.fna,umbelopsis_ramanniana_cds.fna,umbelopsis_ramanniana
wilcoxina_mikolae,wilcoxina_mikolae_genomic.fna,wilcoxina_mikolae_cds.fna,wilcoxina_mikolae
cylindrobasidium_torrendii,cylindrobasidium_torrendii_genomic.fna,cylindrobasidium_torrendii_cds.fna,cylindrobasidium_torrendii
dendrothele_bispora,dendrothele_bispora_genomic.fna,dendrothele_bispora_cds.fna,dendrothele_bispora
lepidopterella_palustris,lepidopterella_palustris_genomic.fna,lepidopterella_palustris_cds.fna,lepidopterella_palustris
polychaeton_citri,polychaeton_citri_genomic.fna,polychaeton_citri_cds.fna,polychaeton_citri
myriangium_duriaei,myriangium_duriaei_genomic.fna,myriangium_duriaei_cds.fna,myriangium_duriaei
cucurbitaria_berberidis,cucurbitaria_berberidis_genomic.fna,cucurbitaria_berberidis_cds.fna,cucurbitaria_berberidis
lentithecium_fluviatile,lentithecium_fluviatile_genomic.fna,lentithecium_fluviatile_cds.fna,lentithecium_fluviatile
fistulina_hepatica,fistulina_hepatica_genomic.fna,fistulina_hepatica_cds.fna,fistulina_hepatica
laccaria_amethystina,laccaria_amethystina_genomic.fna,laccaria_amethystina_cds.fna,laccaria_amethystina
cenococcum_geophilum,cenococcum_geophilum_genomic.fna,cenococcum_geophilum_cds.fna,cenococcum_geophilum
aulographum_hederae,aulographum_hederae_genomic.fna,aulographum_hederae_cds.fna,aulographum_hederae
